"from_object","to_object","aspect","actual_angle","exact_angle","orb","orb_limit","is_exact"
"directed:mercury","natal:Midheaven","trine","120.833234","120","0.833234","1","FALSE"
"directed:mercury","natal:IC","sextile","59.166766","60","0.833235","1","FALSE"
